Stock_Exchange_Code,back_door_listing,Share_holding ratio_sub_shareholders,PE Ratio,PCF,Enterprise_Multiple,PB_ratio,Dynamic_PE_ratio,WACC,Annual_yield,EPS,Net_cash_flow_from_operating_activities_per_share,Gross_operating_Income_per_share,Capital reserves per share,Retained earnings per share,Net cash flow per share,ROE,Net profit margin on sales,ROA,Annualized ROE,Gross profit margin on sales,Selling expense/Gross revenue,Overheads/Gross revenue(%),Financial expenses/Gross revenue(%),Ratio of profits to cost,R&D expenses/Gross revenue(%),Gearing ratio,Equity Multiplier,Current ratio,Cash ratio,Quick ratio,Times interest earned,Long-term debt to working capital ratio,Net debt/equity value(%),Interest-bearing debt/equity value,Inventory turnover days,Inventory turnover,Accounts receivable turnover ratio,Accounts payable turnover ratio,Current asset turnover ratio,Fixed asset turnover ratio,Total asset turnover ratio,Working capital turnover ratio,Non-current capital turnover,Earning per share growth rate(%),Year-on-year growth rate of total revenue(%),Year-on-year growth rate of operating profit(%),Year-on-year growth rate of total profits(%),Year-on-year growth rate of net cash flow from operating activities(%),Year-on-year growth rate of ROE(Diluted),Year-on-year growth rate of net assets(%),Year-on-year growth of total liabilities(%),Year-on-year growth rate of net cash flow(%),Year-on-year growth of total assets(%),Year-on-year growth of net profit(%),Year-on-year growth of total operating cost(%),Net asset per share growth rate,Total asset growth relative to the beginning of the year,Increase/decrease rate(%),Audit opinion
600091.SH,0,34.6,202.7761,-234.39,244.4963,1.9559,538.1708,12.86,-26.4732,0.01,-0.1121,0.0333,3.8188,-2.9012,-0.0161,0.4658,28.8446,0.3517,0.6211,4.0588,2.9601,229.799,5.0461,7.8546,0,23.0305,1.2992,17.9659,0.4773,17.9659,5.6534,0.3111,-0.8081,0.7068,0,0,0.9336,1.5821,0.0187,1.4342,0.0123,0.0198,0.0602,200,-71.1142,179.1025,179.136,15.1853,177.9472,1.5251,-4.7471,70.6548,0.0085,179.136,-41.6439,0.4669,-1.1767,-1.8421,5
002041.SZ,0,53.21,380.6745,-73.7661,88.9623,2.4205,358.6101,11.2,-32.7384,0.0137,0.2299,0.4182,0.0333,1.838,0.2417,0.4303,-17.559,-1.7405,0.5737,30.8439,15.9676,18.8594,-0.4064,-16.7659,14.919,18.2429,1.2231,4.4138,0.6319,3.4538,0,0.0087,-3.0378,0,763.23,0.3538,14.6577,13.834,0.1252,0.5805,0.0973,0.1549,0.9857,117.4603,11.4866,-85.8208,-62.2278,285.0961,115.4361,1.4126,19.424,9.8259,-0.8611,-124.7402,5.418,0.4312,1.3438,78.6642,5
000692.SZ,0,35.1,116.3599,-25.0348,13.4207,1.2216,-7.9401,9.15,-26.0712,-0.5624,-1.001,1.9292,0.8555,-0.0615,-0.5157,-23.8106,-29.0961,-4.8807,-31.7474,-17.2967,1.6404,6.968,11.1936,-21.0923,0,78.9685,4.7548,0.5365,0.0447,0.4673,-2.4682,0,154.2764,166.7748,68.2705,3.9549,1.7634,1.6953,0.4803,0.3785,0.1767,-0.6531,0.4893,0.4426,-0.8053,1.6753,0.0289,-5.0835,8.0514,8.2882,2.7591,-147.8624,4.1229,0.4752,-1.5742,-21.3227,-9.0407,14.8438,5
600247.SH,0,7.67,-55.9362,-2377.1377,22.9191,152.1536,-40.4786,13.8,-29.3232,-0.1,0.0004,0.031,0.6518,-1.893,0,0,-324.1123,-0.3861,0,76.8304,27.9534,54.5209,288.8394,-80.2653,0,101.2854,0,0.0149,0.0014,0.013,-0.123,0,16.5618,16.6022,171.8138,1.5715,1.2148,0.1881,0.776,6.6212,0.0109,-0.0138,0.0147,-327.2727,-62.8623,-820.6275,-330.8298,-99.9736,642.206,-221.4209,5.2387,-100.3371,0.8906,-330.8298,-28.5306,-301.8136,-0.6063,-21.6274,3
000998.SZ,0,16.54,26.2986,269.0729,17.17,2.6883,34.2746,9.86,-15.3096,-0.2063,-0.2273,0.9107,2.2501,1.6157,-0.392,-4.1152,-18.3369,-0.0666,-5.487,46.3163,18.0534,21.8464,23.8067,-15.5352,4.1184,55.8901,2.2671,1.3373,0.2751,0.7426,-0.0361,1.8379,26.1141,35.0008,1281.8531,0.2106,1.7141,1.3206,0.1676,0.8283,0.0774,0.5348,0.3768,-435.4472,-17.6619,-236.7344,-242.1797,-22.7354,-402.4334,15.0326,17.2094,-328.1344,17.1136,-259.7325,-0.8152,-9.4674,1.6004,0.822,5
600599.SH,0,24.1,-51.603,38.3281,-88.7281,3.4342,24.6653,15.09,-22.9836,-0.112,-0.861,0.6252,3.1082,-0.277,0.6785,-2.8054,-17.9107,-0.2255,-3.7406,35.9935,8.2252,19.0091,1.6947,-19.1912,1.228,19.4022,1.2407,4.9366,1.1928,4.8868,-1.1236,0,-7.9973,4.1273,49.1671,5.4915,1.987,1.4671,0.1306,57.043,0.1184,0.1787,1.8412,29.4266,-52.6685,-267.5814,-423.6368,26.6562,25.3821,-5.4158,-46.6505,133.4851,-19.4195,24.6741,-28.5067,-2.7666,-13.9678,4.0554,4
002489.SZ,0,37.94,60.8636,-19.2269,163.383,2.4349,7.2599,10.91,-18.0732,0.16,0.4356,1.3957,0.13,0.2998,-0.1991,11.0625,11.6554,6.0802,14.7499,27.9069,9.7962,5.5408,4.4613,12.5445,3.9558,39.9279,1.6647,1.4025,0.4,0.8177,2.8202,0.0078,1.1571,17.0821,156.2347,1.7282,4.0744,1.5399,0.8239,3.3125,0.4833,3.9483,1.7123,420,15.5547,545.4592,532.301,97.2545,396.4403,7.3511,-19.8942,-129.8097,-5.6582,497.4382,5.0249,7.5769,-14.6082,61.4644,5
000011.SZ,0,63.82,10.1018,7.7431,6.8847,1.8694,19.8895,13.14,-16.2528,0.1729,0.8965,1.6812,0.1996,3.7745,0.2308,3.1235,4.6063,3.494,4.1647,46.8854,4.3398,8.5654,9.9738,5.1502,0,67.6304,3.0893,1.9412,0.7283,1.0964,2.8502,0.493,-18.0369,37.4788,1337.6272,0.2018,11.7949,1.5906,0.142,24.2685,0.1229,0.2927,3.2713,-28.5242,-16.4346,-43.719,-43.4436,968.9461,-36.7616,13.0255,254.7951,380.8763,114.6336,-67.9916,-11.823,-15.7873,49.2702,5.4795,5
000616.SZ,0,19.98,11.3121,-28.3121,8.4618,1.0121,-89.0868,10.76,-14.2068,-0.0038,0.0961,0.1215,0.141,1.6286,0.0044,-0.1246,-3.4273,2.0543,-0.1662,21.8096,1.1726,18.7772,7.2673,-3.1838,0,28.6574,1.4017,7.0424,4.5808,4.8507,10.3212,0.3207,-29.5531,31.4987,2692.1592,0.1003,8.0305,0.4939,0.0413,33.7594,0.0274,0.048,0.0799,-101.6572,-5.4768,-101.4899,-101.7716,-76.4577,-101.6478,0.2185,-51.0167,-99.586,-27.0072,-101.8242,-29.8486,-0.3744,-8.0942,0.8299,5
600767.SH,0,24.33,70.7344,-43.8956,44.9102,6.1341,-200.9415,12.38,-15.9492,-0.082,-0.1297,0.2692,0.1039,-0.3651,-0.0983,-10.3129,-40.6239,-8.3687,-13.7506,7.4975,14.7259,35.8232,1.5587,-27.8111,7.65,33.7668,1.5098,1.3979,0.3656,1.2472,-26.8905,0.4275,-3.7243,0.1708,84.5381,3.1938,0.9939,1.8978,0.4443,52.035,0.1997,1.2099,0.5995,-51.8519,-1.9352,-153.7542,-61.6922,37.8497,-46.9027,3.9769,-8.3955,75.0322,-6.6034,-61.4539,24.6408,-10.0695,-14.1325,0.8457,5
600649.SH,0,46.46,19.3035,-6.9737,15.958,0.9633,14.6816,9.78,-14.202,0.19,-1.8712,0.8298,0.7143,4.9741,-0.4152,2.5884,24.9965,1.799,3.4512,22.3926,0.7497,2.6968,0.8991,30.6376,0,48.0438,1.9247,3.4379,0.4381,0.7787,36.2121,0.4471,31.3037,49.2761,3718.6226,0.0726,28.8315,0.8681,0.072,114.9175,0.0553,0.1094,0.3925,-45.7143,-60.5685,-48.1769,-47.6767,-664.0181,-44.5384,1.2577,25.9658,53.0203,12.0322,-46.6027,-62.3628,1.91,6.8732,5.5007,5
600167.SH,1,50.77,16.4166,-26.7362,11.7008,3.9632,7.7578,9.24,14.5176,0.4012,-0.1715,0.8439,0.3047,1.5313,-0.183,14.2991,48.3804,9.9071,19.0654,50.5258,2.1807,5.0154,-5.9967,93.7856,0.6063,35.5654,1.552,2.8178,1.916,2.6134,0,0.496,-15.5381,0.367,81.2735,3.3221,4.8109,2.2425,0.3449,0.6827,0.1783,0.5962,0.6269,25.1013,10.5588,27.8245,26.8151,28.1094,39.7471,-10.4816,27.2474,47.9542,0.8612,25.3755,11.1279,-15.1648,-3.1281,91.695,5
600555.SH,0,13.81,-17.6232,-53.3503,-27.2578,2.7618,-84.4812,12.58,-16.2516,-0.039,-0.0206,0.0046,0.3103,-0.3999,-0.0109,-3.6467,-821.3908,-1.1568,-4.8622,-35.3775,1.0358,584.4898,364.5923,-75.0362,0,43.9864,1.7853,1.5154,0.2357,1.0963,-1.2529,0.2956,0.4655,7.0295,12578.0963,0.0215,3.2254,0.1302,0.0044,0.1334,0.0025,0.0124,0.0151,-1200,25.0208,-752.0139,-1213.3803,85.2274,-1448.2514,-15.1701,-3.0897,96.2541,-10.2569,-1213.3803,-35.4119,-3.6456,-0.219,-19.7917,4
600533.SH,0,34.37,8.9373,3.104,20.9759,1.0996,4.6103,8.41,-21.2952,0.4703,-1.0964,1.6099,0.9987,1.4059,1.1753,12.8826,29.4747,3.7814,17.1767,47.3716,2.7035,3.8383,5.6937,38.5506,0,80.6799,5.176,1.7775,0.3132,0.4462,7.4017,0.8562,133.2474,200.1707,3716.4771,0.0726,96.8376,2.039,0.1055,60.7232,0.0897,0.2227,0.8273,340.3558,30.3654,310.535,365.3504,-215.6218,294.3164,11.6861,39.1627,333.8822,33.1967,341.2309,14.0732,11.2685,31.0627,17.258,5
000718.SZ,0,23.46,12.2429,9.3081,8.387,1.3261,15.5726,11.07,-21.2808,0.2656,-0.089,0.8339,0.3505,1.371,-0.193,9.8323,31.5618,6.3967,13.1097,63.6232,3.071,7.3684,3.0398,56.2801,0,56.165,2.2813,1.9235,0.2739,0.5163,15.5424,0.2843,-6.4755,23.9838,3318.7357,0.0814,13.5009,0.3996,0.1572,4.2248,0.1354,0.3288,1.3873,39.2764,22.8152,48.8521,45.2835,-160.9718,49.4364,-6.7771,-4.48,-165.6877,-5.2652,47.7247,5.4694,-9.4574,-2.0914,29.5739,5
600687.SH,0,24.55,-3.0643,-44.1662,-11.0601,0.858,-11.5971,6.55,-50.3604,-0.224,0.1284,0.6227,1.9493,0.0449,-0.0077,-7.087,-36.2682,-0.6641,-9.4493,14.7345,8.5505,7.7254,28.9812,-27.5354,0.0428,58.7734,2.4256,1.8532,0.008,0.7301,-0.2785,0.258,110.3004,115.0298,1921.8105,0.1405,0.2732,3.0435,0.0922,1.8828,0.0823,0.1999,1.0833,-822.5806,-87.5963,-409.7226,-385.4491,142.0387,-1055.2096,-25.38,-0.8269,98.5354,-12.5712,-887.8968,-83.2868,-6.7922,-1.4641,-58.0723,2
600086.SH,0,21.72,-3.0007,-49.5321,-9.0281,4.0618,-9.3993,7.39,-24.3096,-0.3766,0.0001,0.3796,0.9726,-0.7761,0.0001,-32.2839,-99.2028,0.6313,-43.0451,0.539,1.9969,10.6263,144.4067,-38.4918,0,85.5964,6.9427,1.127,0.0008,0.0639,0.0988,1.469,125.4251,125.5332,4707.464,0.0574,1.1174,8.4109,0.0541,3.054,0.0442,0.3588,0.2509,-615.9696,-79.1659,-819.1805,-652.1065,100.0933,-1252.8289,-47.0652,10.2443,100.1561,-4.4686,-615.781,-47.4498,11.5034,1.8343,-39.9132,3
300156.SZ,0,40.55,-2.2212,-1502.3913,-5.3452,2.5603,-17.2787,9.62,-92.2296,-0.97,-0.0068,0.0378,0.3476,-1.1279,-0.007,-123.0493,-2569.3953,-15.3096,-164.0657,66.35,7.1225,131.0825,359.3186,-482.4481,0.2089,94.4113,17.8931,1.122,0.0006,0.8235,-6.2176,1.2913,58.4359,58.5518,28929.3448,0.0093,0.029,0.0089,0.0075,0.3287,0.0069,0.0482,0.0994,-304.1667,-61.018,-60.916,-282.1047,98.2044,-3176.8797,-87.9047,21.0969,98.0712,-19.4647,-296.3495,-26.131,-76.1799,-2.9368,-53.719,2
000656.SZ,1,16.99,9.0302,2.6294,20.4954,1.668,35.4623,7.42,20.1708,0.74,-1.022,8.0909,0.8553,2.2123,0.0751,16.6649,10.792,2.4765,22.2198,30.0969,4.7382,4.2117,0.9295,12.7677,0.0698,83.8492,6.1916,1.5471,0.1798,0.3701,16.0934,0.7642,173.7699,258.202,1624.9355,0.1662,21.9863,1.6837,0.1801,13.5543,0.1656,0.5085,2.8396,85,60.6511,96.7249,92.4107,-417.6705,58.2953,14.7514,40.1301,-96.2835,40.106,93.6092,54.4461,14.4801,26.2383,31.4053,5
600568.SH,0,23.83,-2.6015,-5.9581,-2.4746,1.2632,-116.3632,15.43,-31.9164,-0.0143,0.2712,0.19,1.5001,-0.5308,-0.1404,-0.7036,-4.9386,0.3929,-0.9381,33.8163,6.2521,32.163,-4.1797,-4.8597,6.8635,23.3974,1.3054,3.5913,0.9409,2.3085,0,0.2383,-14.509,4.5334,1087.8552,0.2482,1.5555,1.3933,0.1096,0.555,0.0678,0.1412,0.3316,-210,-26.62,-149.4361,-113.7882,282.2198,-263.1462,-32.6078,39.0492,56.852,-22.0527,-161.7584,14.5182,-0.6852,-1.3837,-23.2456,3
000736.SZ,0,53.32,5.1833,-7.5232,9.1256,2.0485,12.884,8.09,-4.8924,0.31,-9.7397,8.5833,0.4137,2.895,-1.5888,7.0389,7.7571,1.1591,9.3852,23.2995,3.2364,4.6453,0.2111,8.8289,0,90.2424,10.2484,1.6398,0.223,0.4233,52.4152,0.9194,130.1568,235.0126,2199.4031,0.1228,52.7369,0.8864,0.1125,81.9085,0.1047,0.3219,4.9129,-69.3069,-11.4875,-45.6276,-45.8795,-236.1441,-71.336,5.372,20.8092,-215.5794,20.1889,-49.4353,-10.8977,-14.0034,17.9364,17.3579,5
600358.SH,0,19.57,-25.978,-19.3604,-56.3345,5.0987,-143.0207,12.91,-16.9836,-0.0044,-0.1636,0.5068,0.7037,-0.8106,-0.1207,-0.487,4.9307,2.9117,-0.6494,24.0296,0.3822,14.1175,0.6597,5.3958,0,30.3433,1.4356,2.2397,0.0989,2.1836,13.3938,0,1.3035,1.8029,17.3158,15.5927,1.8261,2.7944,0.4932,9.8958,0.3295,0.8754,1.5604,85.3333,30.5891,235.7114,354.3097,-53.0361,84.79,-13.8261,29.1561,54.4297,-0.9778,215.9029,11.2835,-0.6049,5.8044,19.3182,5
000886.SZ,0,25.31,25.1613,-7.3895,14.9958,1.4396,36.8361,14.87,0.6924,0.055,-0.0327,0.1408,0.9546,0.4677,0.2951,1.9629,39.1557,1.9855,2.6172,65.3592,6.13,35.9511,-7.4575,48.4271,0,13.3502,1.1541,6.0801,1.6283,5.0853,0,0.033,-7.2987,0.2768,2098.3913,0.1287,13.75,0.3868,0.0617,1.3683,0.0428,0.0752,0.1676,-65.1899,-62.8081,-60.309,-61.2914,-115.0962,-65.2331,0.5444,-14.4201,-46.2591,-1.7501,-65.0434,-58.4534,0.1808,-2.1336,12.32,5
600864.SH,0,36.96,50.1951,9.4458,382.1874,1.1803,7.9311,12.09,2.2488,0.28,1.1708,1.0195,3.6157,1.0326,0.9209,4.5687,73.1401,1.9264,6.0916,19.8135,0.0067,43.3892,0.7953,36.5441,0,66.8893,3.0202,1.5579,0.281,1.5479,45.5925,0.4209,123.2688,168.2844,91.2758,2.9581,1.987,1.6916,0.0685,0.908,0.0531,0.1833,0.3303,354.5455,12.9274,276.6422,285.2318,362.884,332.5626,5.9793,-3.2,271.8772,-0.4167,321.0921,5.0742,8.0944,5.2356,81.1236,5
000558.SZ,0,29.9,-46.2198,38.9191,88.1081,3.7287,-38.7299,12.27,-17.5164,-0.0466,-0.0926,0.0646,0.0543,-0.1707,-0.1629,-4.863,-74.1435,-1.2924,-6.4841,20.638,4.4868,62.4012,29.4389,-40.0883,0,48.9395,1.9585,1.2423,0.1879,0.603,-1.3462,4.0243,13.4182,18.2415,1313.4366,0.2056,2.5147,0.3197,0.1026,0.3283,0.0326,0.8071,0.0822,-406.5789,-87.3025,-217.7358,-218.9764,-126.8024,-441.4224,-10.41,4.1494,-259.6777,-5.9797,-382.2633,-76.3287,-4.646,-14.6041,13.7931,5
600094.SH,0,9.52,26.1172,33.5308,16.4949,1.4439,27.6239,10.37,2.34,0.1866,1.9388,2.9949,2.3579,1.6361,0.7311,3.7294,9.4547,3.416,4.9725,33.0294,3.0378,2.8586,8.7716,10.8806,0,69.2045,3.2472,1.7449,0.1535,0.2717,2.4468,0.4907,85.0755,99.025,1910.2549,0.1413,32.9174,0.9191,0.1795,11.2119,0.1592,0.4199,2.3889,729.3333,5.7936,945.8924,441.1677,3.8289,664.9215,8.5368,-24.7314,4479.937,-16.3753,475.3317,4.8055,3.7827,-5.2909,60.7326,5
002414.SZ,0,38.32,120.554,75.8457,63.5452,4.9413,688.4541,12.34,18.6864,0.2505,0.0481,1.1296,1.8742,0.8355,-0.4909,6.7446,22.177,5.6145,8.9928,54.2491,4.8182,8.7924,0.3606,36.6216,17.8902,15.8188,1.1879,4.5434,0.7867,2.8798,63.7546,0.0624,-1.6568,1.6427,464.9064,0.5808,1.1244,1.8234,0.4076,1.534,0.2442,0.5752,0.9306,142.2631,107.7634,108.2745,106.6544,183.231,128.9799,5.8135,-44.5822,-508.769,-7.4938,142.2916,66.3126,-28.9985,-3.2648,46.3919,5
300189.SZ,0,18,-951.5296,62.7177,75.665,2.9963,-87.9327,11.16,8.8728,-0.0853,-0.0414,0.1087,0.2383,0.0202,-0.0555,-6.4523,-83.352,-6.412,-8.6031,3.5031,22.5486,36.5292,-0.2413,-53.2326,10.2876,6.496,1.0695,4.8658,1.6502,3.6634,0,0.0166,-3.7818,0,258.4726,1.0446,0.7873,3.7431,0.2458,0.5686,0.0767,0.3012,0.1197,-356.9277,-20.4715,-415.0809,-411.1357,-109.3,-378.5372,-7.7881,20.9379,-321.3535,-6.7266,-420.1263,-9.0905,-6.2507,-6.0279,46.1538,4
600209.SH,0,20,187.6561,16.7249,63.7004,2.8506,-74.0322,17.28,-32.496,-0.048,-0.05,0.1436,0.2207,0.011,-0.069,-3.4682,-44.581,-3.5792,-4.6243,6.8097,0,50.4445,-0.3979,-30.5462,0,17.5027,1.2122,2.6404,0.8043,2.2881,0,0,-7.1948,0.026,274.0115,0.9854,1.3804,0.6567,0.1706,0.4847,0.0795,0.2817,0.2874,21.3115,11.9166,18.0504,16.7857,6.1267,20.7956,-1.6541,-10.1035,-44.9796,-6.4289,16.6854,1.644,-6.8484,-11.0402,-15.9762,5
600354.SH,0,12.92,-12.0681,14.5935,-18.4169,3.6557,-18.0038,9.04,-16.9224,-0.2078,0.0372,1.2974,1.7032,-1.6455,-0.3873,-17.0287,-20.8495,-5.5335,-22.7049,6.012,7.5298,13.315,3.8602,-17.4518,0.7279,66.1307,2.9525,0.9828,0.2847,0.6538,-4.2225,0,20.754,35.1801,172.6855,1.5635,3.8352,6.3794,0.5561,1.377,0.3395,6.6446,1.4523,11.4991,86.8402,12.2674,12.0072,113.9453,-19.0132,-25.6553,-0.1256,20.9388,-14.096,9.4339,61.5466,-15.6926,-10.1812,42.1918,5
600423.SH,0,25.22,10.5141,11.5131,3.4638,1.3171,-6.6754,9.91,-15.4188,-0.61,-0.3232,0.3528,2.3616,-1.3272,-0.4901,-24.8359,-173.9649,-20.4058,-33.1146,-8.79,4.0618,143.4041,0.2248,-67.3314,0.7163,18.4039,1.2255,2.2778,0.8702,1.5015,-773.2233,0.3504,-13.5457,1.3007,201.9769,1.3368,2.7613,1.2522,0.3247,0.1905,0.1174,0.5511,0.4461,-190.4762,-80.8203,-524.1361,-470.3186,-309.2413,52.9299,1120.7375,-86.2529,-583.3468,-28.7487,-470.3186,-50.7116,-22.1672,-24.9675,-12.8272,4
600779.SH,0,39.71,36.194,66.6571,29.3662,12.537,26.6281,12.89,56.1012,1.3086,1.4722,5.4253,0.8088,1.309,0.3034,33.7545,24.1159,25.5796,45.006,82.5018,28.7172,7.2267,-0.6099,34.9985,0.0534,46.0469,1.8535,1.6652,0.7244,0.7652,0,0.0247,-5.4164,0.0039,816.0059,0.3309,99.9421,0.9905,1.0297,5.0161,0.7823,2.3909,4.2838,38.1546,23.9329,36.7117,47.3782,390.7346,24.5074,10.9389,34.6606,162.9731,20.7322,38.1271,19.5166,3.9671,11.8863,67.007,5
600777.SH,0,6.39,44.3297,-49.5304,9.3098,1.0553,-24.0183,10.31,-12.5616,0.15,0.4321,0.644,0.9789,0.264,0.1356,6.4304,22.8462,4.7843,8.5738,48.925,0,8.0223,0.2182,35.0551,0,43.1384,1.7587,1.1645,0.5426,1.1527,133.6837,23.8285,43.7845,48.6501,3.5064,77.0029,6.7003,2.0029,1.7171,4.9991,0.164,-116.7472,0.2485,50,23.0131,44.1171,43.9843,-9.2273,40.3352,9.5527,25.7272,3885.3717,15.9897,53.741,25.7479,9.95,15.8313,9.9476,5
000958.SZ,1,33.37,53.9242,-79.8799,18.9902,2.9214,19.2681,10.28,1.59,0.18,0.0249,1.981,1.0737,0.4087,0.4403,7.1083,12.0734,3.6593,9.4777,23.9831,0,1.3148,6.6463,14.1482,0,72.4206,3.6259,1.0027,0.343,0.9793,3.0887,880.1154,57.5577,64.9881,11.5449,23.3869,2.6677,1.189,0.9166,0.326,0.1783,-4.6437,0.5577,50,1.9555,134.4436,87.6837,-92.9667,31.6287,9.5777,16.1267,-28.3066,21.2021,92.6398,-7.2898,-81.2785,-81.7636,74.812,5
600239.SH,1,39.87,34.5402,-2.7753,22.1779,1.1129,-3.8182,7.89,3.9696,-0.68,-0.5916,3.0219,0.8643,0.3602,-0.2947,-21.1124,-25.4812,0.2036,-28.1499,34.3266,5.9958,12.048,32.7158,-20.1062,0,91.287,11.4771,1.0919,0.0392,0.1332,0.1113,5.525,743.3342,781.278,4189.6381,0.0644,8.9001,0.3871,0.085,1.836,0.0559,0.5248,0.2071,-585.7143,-30.6127,-497.2728,-513.105,-47.6592,-669.3825,-17.9553,9.0987,57.3178,6.5614,-494.7172,-14.1391,-23.9401,4.5638,3.152,5
000613.SZ,0,17.55,9048.7761,450.3023,339.4574,29.3007,362.4718,12.67,-28.8756,-0.0011,0.0029,0.0491,0.1487,-0.9362,-0.023,-0.5141,-2.2295,-0.6414,-0.6855,56.7017,21.9797,41.0138,-0.7565,-2.0523,0,9.886,1.1097,1.9174,0.9979,1.8992,0,0.232,-0.8213,0,6.0764,44.4345,73.7174,6.0374,1.1275,0.5013,0.2056,2.262,0.3546,-168.75,-18.5731,-325.9014,-167.0306,-77.712,-167.3257,-0.4384,-16.9783,-417.3517,-2.3614,-167.0306,-9.0795,-0.5128,-2.6273,-19.411,5
600716.SH,1,52.12,6.4196,10.4516,3.4399,0.8571,38.3347,13.11,-3.3756,0.0419,-0.9022,1.0576,1.5807,1.51,-2.186,0.8042,4.1304,1.4102,1.0722,17.427,1.8084,1.8111,4.9905,4.3787,0,23.5492,1.308,6.1816,1.0833,1.5576,2.4433,0.2597,-14.2583,33.8111,1089.4659,0.2478,0,2.333,0.1683,43.0966,0.1157,0.2375,0.4163,220.0573,5.0223,292.5846,281.3384,-1054.6398,202.1808,17.6331,-65.1373,-398.3143,-23.0136,225.2748,-4.1761,4.4773,-31.3352,33.5301,5
600419.SH,1,36.83,25.3047,-41.4115,16.4469,3.215,23.946,13.21,-13.6332,0.57,0.4935,5.877,2.431,1.2657,0.028,12.2208,10.0076,7.7162,16.2945,27.3867,10.7004,3.6788,0.0672,11.4017,0.1971,40.7766,1.6885,0.6826,0.2465,0.4257,178.0804,0,-1.9269,2.9046,51.8273,5.2096,23.5992,2.3153,2.8355,1.3999,0.6446,-6.2745,1.0988,14,10.1636,8.763,10.8786,-48.6538,2.3485,10.223,4.647,-96.2065,6.2441,11.7979,10.432,9.0411,9.0265,1.549,5
002244.SZ,0,42.95,10.7493,2.3561,6.4093,0.891,8.6659,8.79,-15.048,0.28,1.9865,3.1942,0.7283,3.0491,1.4343,5.5265,18.4824,3.0268,7.3686,40.2216,3.5357,2.5947,6.1438,23.2256,0,81.3791,5.3703,1.4161,0.1568,0.5024,5.0218,0.6282,117.7838,209.0098,2757.2721,0.0979,26.365,2.4708,0.107,25.0965,0.0981,0.3077,2.9606,21.7391,-18.7473,4.2489,4.0779,160.0738,12.5692,8.2283,39.7563,256.5315,36.5241,7.8861,-18.2903,4.2895,31.4239,25.3271,5
300125.SZ,0,22.02,145.1097,70.3652,44.6683,5.6693,442.7334,9.57,24.9516,0.03,0.0141,0.2567,2.4965,-0.5307,-0.1619,0.9017,7.6984,1.5847,1.2023,49.8648,1.8842,38.4778,21.4132,6.8506,5.4407,35.7069,1.5554,7.5231,0.7086,7.4126,1.3588,0.6843,5.6588,9.2401,94.3087,2.8629,0.3496,0.8759,0.1036,0.1835,0.0545,0.1212,0.1887,-70,-43.1506,-80.1824,-79.7615,142.2353,-73.0404,-0.7222,-15.9791,26.2867,-5.9286,-79.3497,-31.8301,-32.9143,-0.4421,101.6996,5
300336.SZ,0,10.47,3052.1904,-8.7205,43.7953,1.2111,24.4133,13.14,-30.96,0.1045,-0.146,0.557,1.5145,1.2298,-0.3877,2.7647,18.5295,3.3021,3.6862,23.6233,11.6545,9.0944,14.2097,16.3924,0,31.7624,1.4655,2.5916,0.2865,1.8423,2.4252,0.5373,26.1034,45.4416,426.7476,0.6327,0.8998,3.7479,0.1977,6.8564,0.0958,0.2702,0.2387,-62.4506,-19.0492,-46.7675,-65.6055,-96.8176,-61.4666,-2.5822,-26.1804,36.43,-11.6031,-62.6887,2.5783,4.3681,-4.3764,-7.0455,5
600155.SH,0,10.76,66.3432,20.0123,134.6224,1.5523,21.8982,14.66,0.3636,0.19,0.27,1.063,7.7195,-0.0646,0.2594,2.1645,201.1619,1.1749,2.886,87.1107,0.0447,65.1994,1.1331,26.2848,0,64.3257,2.8031,1.7151,0.3362,1.7139,23.2301,0.6636,76.3108,105.6375,336.6942,0.8019,1.0519,0.298,0.0594,5.1294,0.0446,0.1517,0.2478,35.7143,37.0202,30.3847,30.3121,167.9617,30.2081,0.4103,13.822,164.756,7.9258,29.4027,28.4915,1.4997,5.3803,86.3214,5
300029.SZ,0,21.89,-8.2321,-30.7707,-8.2275,8.7641,-83.7854,13.35,-31.542,-0.181,-0.0669,0.0601,4.1725,-4.8857,-0.0125,-35.8228,-306.7745,-21.8374,-47.7638,40.9819,2.4596,159.4947,-0.2449,-133.1637,7.6895,55.203,2.2323,0.8729,0.0244,0.6897,0,0,-0.3909,0.0009,571.0325,0.4728,0.6399,0.1975,0.1646,0.146,0.0713,3.1913,0.1867,-20.2658,34.8353,74.7475,-9.7028,28.7354,-226.1071,-63.1263,-30.9315,97.9632,-56.465,-9.7028,-32.7281,-30.3811,-12.3258,28.2937,3
600622.SH,0,14.1,9.3372,10.0028,6.535,1.3667,12.7283,11.95,-10.5072,0.2,0.4352,2.2436,0.9484,2.003,0.1427,4.9076,9.2572,2.8213,6.5434,37.341,2.8598,7.3787,10.0851,10.1503,0,67.3941,3.0669,1.5849,0.6261,0.8114,2.215,1.8176,41.1061,92.3578,915.3432,0.295,17.6736,2.7278,0.2301,18.8333,0.1263,0.6378,0.3734,-31.0345,11.5626,-50.1394,-50.1782,-60.309,-36.7586,10.3342,33.9928,-87.0411,29.3797,-50.4741,42.1595,-21.3532,12.2819,-8.2892,5
